cust_id,date,country,cur_type,amt
01c705b457297805c1c08137cb3adb164b8f393c265db2c3aff0a5484a703302,399,130,47,1071.0
01c705b457297805c1c08137cb3adb164b8f393c265db2c3aff0a5484a703302,404,130,47,1021.0
01c705b457297805c1c08137cb3adb164b8f393c265db2c3aff0a5484a703302,407,130,47,209.0
01c705b457297805c1c08137cb3adb164b8f393c265db2c3aff0a5484a703302,410,130,47,817.0
01c705b457297805c1c08137cb3adb164b8f393c265db2c3aff0a5484a703302,415,135,47,183.0
01c705b457297805c1c08137cb3adb164b8f393c265db2c3aff0a5484a703302,417,130,47,1744.0
035e2ebcd5c23f4dd0f1fc81a1fca8afd3121f7431bb585fa99c22e1a7164dba,421,119,47,397.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,395,130,47,71.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,395,130,47,350.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,396,130,47,514.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,395,130,47,1602.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,395,130,47,1851.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,395,130,47,1026.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,396,130,47,874.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,395,130,47,175.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,396,130,47,1181.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,396,44,47,1079.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,399,130,47,1892.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,398,130,47,441.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,396,130,47,1052.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,396,44,47,174.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,400,130,47,19576.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,401,130,47,180.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,401,130,47,90.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,399,44,47,181.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,400,44,47,373.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,402,130,47,781.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,400,130,47,286.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,402,44,47,2416.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,401,130,47,1301.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,402,130,47,2077.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,401,44,47,2265.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,403,130,47,2488.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,402,44,47,802.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,403,130,47,186.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,403,44,47,1212.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,404,44,47,445.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,403,130,47,98.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,405,130,47,976.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,404,130,47,288.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,405,130,47,956.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,405,135,46,7345.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,407,44,47,140.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,405,130,47,96.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,407,130,47,90.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,408,130,47,90.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,407,44,47,29.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,408,130,47,448.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,406,44,47,450.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,407,44,47,418.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,407,44,47,336.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,407,44,47,15.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,409,44,47,323.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,408,130,47,601.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,408,130,47,514.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,410,130,47,236.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,410,44,47,150.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,411,44,47,208.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,411,130,47,252.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,412,44,47,377.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,414,130,47,452.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,412,130,47,252.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,414,130,47,206.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,412,19,7,41.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,415,130,47,527.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,412,19,7,102.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,416,130,47,1213.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,415,130,47,319.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,414,49,53,2454.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,415,44,47,558.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,415,130,47,437.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,415,44,47,89.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,415,44,47,67.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,416,44,47,1346.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,414,44,47,234.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,414,44,47,1853.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,416,130,47,2550.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,417,130,47,105.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,414,130,47,1868.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,417,130,47,285.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,417,130,47,195.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,419,130,47,20871.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,418,44,47,305.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,419,130,47,1501.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,419,130,47,664.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,417,44,47,115.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,420,31,53,6537.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,419,127,42,16962.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,420,44,47,101.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,419,127,42,448.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,419,44,47,280.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,419,127,42,95.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,418,19,7,965.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,421,44,47,1588.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,421,44,47,6018.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,423,44,47,687.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,422,44,47,5937.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,423,94,53,2436.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,423,94,53,21908.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,424,31,53,5965.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,424,31,53,5485.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,423,94,53,14606.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,425,31,53,1611.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,425,31,53,9493.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,417,130,47,53976.0
0397056eb3652da244521539502ba1125c61c33c02a0084f9dae183bf6ae0508,403,130,47,1876.0
049e79bfc188548b91467667f531e952756817bea288def2809353968202a972,396,130,47,1069.0
049e79bfc188548b91467667f531e952756817bea288def2809353968202a972,396,130,47,1051.0
049e79bfc188548b91467667f531e952756817bea288def2809353968202a972,395,118,47,407.0
049e79bfc188548b91467667f531e952756817bea288def2809353968202a972,397,57,47,412.0
049e79bfc188548b91467667f531e952756817bea288def2809353968202a972,397,130,47,764.0
049e79bfc188548b91467667f531e952756817bea288def2809353968202a972,398,130,47,1332.0
049e79bfc188548b91467667f531e952756817bea288def2809353968202a972,398,130,47,1050.0
049e79bfc188548b91467667f531e952756817bea288def2809353968202a972,399,130,47,731.0
049e79bfc188548b91467667f531e952756817bea288def2809353968202a972,401,130,47,1033.0
049e79bfc188548b91467667f531e952756817bea288def2809353968202a972,402,130,47,353.0
049e79bfc188548b91467667f531e952756817bea288def2809353968202a972,402,130,47,1381.0
049e79bfc188548b91467667f531e952756817bea288def2809353968202a972,400,130,47,1690.0
049e79bfc188548b91467667f531e952756817bea288def2809353968202a972,400,130,47,1809.0
049e79bfc188548b91467667f531e952756817bea288def2809353968202a972,402,130,47,553.0
049e79bfc188548b91467667f531e952756817bea288def2809353968202a972,403,130,47,1346.0
049e79bfc188548b91467667f531e952756817bea288def2809353968202a972,403,118,47,63.0
049e79bfc188548b91467667f531e952756817bea288def2809353968202a972,404,130,47,658.0
049e79bfc188548b91467667f531e952756817bea288def2809353968202a972,406,134,46,1143.0
049e79bfc188548b91467667f531e952756817bea288def2809353968202a972,407,134,47,281.0
049e79bfc188548b91467667f531e952756817bea288def2809353968202a972,400,130,47,16.0
049e79bfc188548b91467667f531e952756817bea288def2809353968202a972,410,57,47,313.0
049e79bfc188548b91467667f531e952756817bea288def2809353968202a972,415,57,47,3121.0
049e79bfc188548b91467667f531e952756817bea288def2809353968202a972,416,134,46,1992.0
049e79bfc188548b91467667f531e952756817bea288def2809353968202a972,405,130,47,951.0
049e79bfc188548b91467667f531e952756817bea288def2809353968202a972,416,134,47,94.0
049e79bfc188548b91467667f531e952756817bea288def2809353968202a972,421,130,47,329.0
049e79bfc188548b91467667f531e952756817bea288def2809353968202a972,422,130,47,250.0
049e79bfc188548b91467667f531e952756817bea288def2809353968202a972,423,130,47,532.0
049e79bfc188548b91467667f531e952756817bea288def2809353968202a972,423,130,47,334.0
049e79bfc188548b91467667f531e952756817bea288def2809353968202a972,423,130,47,1258.0
049e79bfc188548b91467667f531e952756817bea288def2809353968202a972,424,130,47,260.0
049e79bfc188548b91467667f531e952756817bea288def2809353968202a972,424,130,47,878.0
049e79bfc188548b91467667f531e952756817bea288def2809353968202a972,425,130,47,1154.0
049e79bfc188548b91467667f531e952756817bea288def2809353968202a972,425,57,46,917.0
049e79bfc188548b91467667f531e952756817bea288def2809353968202a972,425,130,47,562.0
05304db8b57d47880830c5c773d9009abbdf1d26db85b49d668515d005a1c3d5,395,130,47,186.0
05304db8b57d47880830c5c773d9009abbdf1d26db85b49d668515d005a1c3d5,400,130,47,160.0
05304db8b57d47880830c5c773d9009abbdf1d26db85b49d668515d005a1c3d5,400,130,47,111.0
05304db8b57d47880830c5c773d9009abbdf1d26db85b49d668515d005a1c3d5,407,130,47,61.0
05304db8b57d47880830c5c773d9009abbdf1d26db85b49d668515d005a1c3d5,408,130,47,251.0
05304db8b57d47880830c5c773d9009abbdf1d26db85b49d668515d005a1c3d5,412,130,47,120.0
05304db8b57d47880830c5c773d9009abbdf1d26db85b49d668515d005a1c3d5,412,130,47,145.0
05304db8b57d47880830c5c773d9009abbdf1d26db85b49d668515d005a1c3d5,412,130,47,105.0
05304db8b57d47880830c5c773d9009abbdf1d26db85b49d668515d005a1c3d5,412,130,47,380.0
05304db8b57d47880830c5c773d9009abbdf1d26db85b49d668515d005a1c3d5,412,130,47,56.0
05304db8b57d47880830c5c773d9009abbdf1d26db85b49d668515d005a1c3d5,417,119,47,392.0
05304db8b57d47880830c5c773d9009abbdf1d26db85b49d668515d005a1c3d5,414,130,47,85.0
05304db8b57d47880830c5c773d9009abbdf1d26db85b49d668515d005a1c3d5,412,119,47,103.0
05304db8b57d47880830c5c773d9009abbdf1d26db85b49d668515d005a1c3d5,417,130,47,36.0
05304db8b57d47880830c5c773d9009abbdf1d26db85b49d668515d005a1c3d5,417,130,47,17.0
05304db8b57d47880830c5c773d9009abbdf1d26db85b49d668515d005a1c3d5,422,130,47,39.0
060e4307caae83b07b0a86dd3b77f3a7e77eb18fae2a361fa27857760ee8ad49,398,130,47,413.0
0658224f10ea4c5c8b4252f1bef32ee1071dc504bfc6704a706a6b4a21f2a116,415,130,47,728.0
0658224f10ea4c5c8b4252f1bef32ee1071dc504bfc6704a706a6b4a21f2a116,416,130,47,232.0
0658224f10ea4c5c8b4252f1bef32ee1071dc504bfc6704a706a6b4a21f2a116,417,130,47,58.0
0658224f10ea4c5c8b4252f1bef32ee1071dc504bfc6704a706a6b4a21f2a116,418,130,47,58.0
0658224f10ea4c5c8b4252f1bef32ee1071dc504bfc6704a706a6b4a21f2a116,420,130,47,471.0
0658224f10ea4c5c8b4252f1bef32ee1071dc504bfc6704a706a6b4a21f2a116,421,130,47,58.0
0658224f10ea4c5c8b4252f1bef32ee1071dc504bfc6704a706a6b4a21f2a116,422,130,47,7969.0
0658224f10ea4c5c8b4252f1bef32ee1071dc504bfc6704a706a6b4a21f2a116,422,130,47,450.0
06be1ee7d2c0bd94fa522e7a255fcb128e23fd13e6ae70bb3207440b73c98b40,398,130,47,1035.0
06be1ee7d2c0bd94fa522e7a255fcb128e23fd13e6ae70bb3207440b73c98b40,407,130,47,1035.0
06be1ee7d2c0bd94fa522e7a255fcb128e23fd13e6ae70bb3207440b73c98b40,422,130,47,1035.0
06c881046448226f804df9100ba0e9fc8212373e302d77c4f68b893cda092913,395,130,47,832.0
06c881046448226f804df9100ba0e9fc8212373e302d77c4f68b893cda092913,398,130,47,336.0
06c881046448226f804df9100ba0e9fc8212373e302d77c4f68b893cda092913,399,130,47,566.0
06c881046448226f804df9100ba0e9fc8212373e302d77c4f68b893cda092913,402,130,47,6611.0
06c881046448226f804df9100ba0e9fc8212373e302d77c4f68b893cda092913,406,130,47,1322.0
06c881046448226f804df9100ba0e9fc8212373e302d77c4f68b893cda092913,413,130,47,303.0
06c881046448226f804df9100ba0e9fc8212373e302d77c4f68b893cda092913,413,130,47,1075.0
06c881046448226f804df9100ba0e9fc8212373e302d77c4f68b893cda092913,416,130,47,229.0
06c881046448226f804df9100ba0e9fc8212373e302d77c4f68b893cda092913,414,130,47,1117.0
06c881046448226f804df9100ba0e9fc8212373e302d77c4f68b893cda092913,416,130,47,894.0
06c881046448226f804df9100ba0e9fc8212373e302d77c4f68b893cda092913,416,130,47,4059.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,396,53,13,2973.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,396,53,13,30.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,395,53,13,2973.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,396,53,13,151.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,395,53,13,294.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,395,53,13,2068.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,395,53,13,2068.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,396,53,13,2068.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,395,53,13,2973.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,396,53,13,151.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,396,53,13,151.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,396,53,13,445.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,396,53,13,332.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,395,53,13,445.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,396,53,13,2973.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,396,119,47,392.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,395,53,13,445.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,396,53,13,30.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,395,130,47,191.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,395,53,13,898.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,395,53,13,2973.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,395,53,13,2068.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,395,53,13,2973.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,395,53,13,30.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,396,53,13,2068.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,396,53,13,2068.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,396,53,13,151.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,396,53,13,2973.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,396,53,13,151.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,396,53,13,453.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,396,53,13,2973.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,395,53,13,445.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,396,53,13,2973.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,395,53,13,2068.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,395,53,13,2973.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,395,53,13,2973.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,396,53,13,2068.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,396,53,13,2973.0
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,395,53,13,2973.0
